Gene,p_value,odds_ratio,n_strong_present,n_weak_present,p_adj,Direction
pikAII_1,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_730,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
cydB_2,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
ompA_2,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
xerC_6,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_710,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_671,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_670,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_662,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_641,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_636,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_624,0.9999999999999999,0.5747056276233646,2,2,1,No difference
group_622,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_612,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
oatA,0.9999999999999999,2.1564927746567557,3,1,1,Enriched in Strong
ydiO,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
nemA_4,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_594,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_593,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_582,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_581,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_573,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_572,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_567,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_564,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_563,0.9999999999999999,0.5747056276233646,2,2,1,No difference
group_560,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_553,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_546,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_543,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_536,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_535,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_511,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
kaiC_4,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_501,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_481,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_480,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_467,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
intS,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_457,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
yjhB,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_438,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_428,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
yhdG_2,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_392,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_391,0.9999999999999999,0.5747056276233646,2,2,1,No difference
group_381,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_375,0.9999999999999999,0.5747056276233646,2,2,1,No difference
appC,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
sasA_2,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_348,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_347,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_344,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_335,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_329,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_320,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_312,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_304,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_281,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_279,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_260,0.9999999999999999,0.5747056276233646,2,2,1,No difference
group_243,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_235,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_219,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_200,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_196,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
rtpR,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_167,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_154,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_151,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_148,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_147,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_133,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_126,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
apxIB_2,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
ydeP_1,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_75,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_64,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_63,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_62,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_61,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
mdtC_1,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_35,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
bvgS_3,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_10,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_2,0.24509803921568624,0.1513774881737733,1,3,1,Enriched in Weak
group_4348,0.24509803921568624,Inf,3,0,1,Enriched in Strong
group_4341,0.04289215686274512,0,0,3,1,Enriched in Weak
group_4273,1,1.3126992464953084,2,1,1,Enriched in Strong
group_4272,1,1.3126992464953084,2,1,1,Enriched in Strong
group_4271,1,1.3126992464953084,2,1,1,Enriched in Strong
group_4270,1,1.3126992464953084,2,1,1,Enriched in Strong
group_4269,1,1.3126992464953084,2,1,1,Enriched in Strong
group_4268,1,1.3126992464953084,2,1,1,Enriched in Strong
cph2,1,1.3126992464953084,2,1,1,Enriched in Strong
group_4267,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3940,0.5281862745098038,0.27155884762247684,1,2,1,Enriched in Weak
group_3939,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3938,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3914,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3907,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3902,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3898,1,1.3126992464953084,2,1,1,Enriched in Strong
occM_4,1,1.3126992464953084,2,1,1,Enriched in Strong
glcB_2,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3887,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3886,1,1.3126992464953084,2,1,1,Enriched in Strong
iolD_2,1,1.3126992464953084,2,1,1,Enriched in Strong
exuR,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3885,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3884,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3883,1,1.3126992464953084,2,1,1,Enriched in Strong
glcC_2,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3882,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3881,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3880,1,1.3126992464953084,2,1,1,Enriched in Strong
nagZ_2,1,1.3126992464953084,2,1,1,Enriched in Strong
ydhF,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3878,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3877,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3876,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3875,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3874,1,1.3126992464953084,2,1,1,Enriched in Strong
gltK_2,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3873,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3872,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3871,1,1.3126992464953084,2,1,1,Enriched in Strong
nagZ_1,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3870,1,1.3126992464953084,2,1,1,Enriched in Strong
ydcV_3,1,1.3126992464953084,2,1,1,Enriched in Strong
nadX,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3869,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3868,1,1.3126992464953084,2,1,1,Enriched in Strong
tcyA_2,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3867,1,1.3126992464953084,2,1,1,Enriched in Strong
tcyL,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3866,1,1.3126992464953084,2,1,1,Enriched in Strong
alkJ_3,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3865,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3864,1,1.3126992464953084,2,1,1,Enriched in Strong
iolI,1,1.3126992464953084,2,1,1,Enriched in Strong
lutA,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3690,1,1.3126992464953084,2,1,1,Enriched in Strong
ktrB,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3651,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3568,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3553,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3546,1,1.3126992464953084,2,1,1,Enriched in Strong
group_3469,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2886,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2868,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2863,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2859,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2846,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2843,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2807,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2767,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2757,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2746,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2745,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2710,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2706,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2697,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2696,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2693,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2691,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2683,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2669,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2668,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2655,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2652,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2642,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2631,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2614,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2571,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2566,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2556,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2541,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2528,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2527,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2514,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2510,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2509,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2504,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2503,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2489,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2485,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2473,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2472,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2463,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2462,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2454,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2446,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2445,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2434,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2432,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2421,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2412,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2403,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2400,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2382,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2380,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2370,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2360,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2357,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2337,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2336,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2326,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2314,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2313,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2311,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2280,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2263,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2260,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2243,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2229,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2224,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2215,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2214,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2201,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2200,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2199,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2181,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2121,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2107,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2104,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2102,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2095,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2084,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2060,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2058,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2050,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2049,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2045,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2038,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2024,1,1.3126992464953084,2,1,1,Enriched in Strong
group_2000,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1981,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1972,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1970,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1966,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1949,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1945,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1883,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1854,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1846,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1839,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1815,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1794,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1773,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1748,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1740,1,1.3126992464953084,2,1,1,Enriched in Strong
hcpA_2,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1681,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1672,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1656,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1645,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1643,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1631,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1618,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1611,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1610,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1604,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1593,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1589,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1588,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1554,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1544,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1538,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1507,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1500,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1482,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1461,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1456,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1451,1,1.3126992464953084,2,1,1,Enriched in Strong
bin3_1,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1413,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1399,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1398,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1391,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1371,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1370,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1350,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1316,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1315,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1304,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1282,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1281,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1270,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1269,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1268,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1267,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1258,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1250,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1233,0.5281862745098038,0.27155884762247684,1,2,1,Enriched in Weak
group_1232,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1231,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1222,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1205,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1197,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1196,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1195,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1192,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1186,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1185,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1169,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1161,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1089,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1082,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1074,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1072,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1049,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1012,1,1.3126992464953084,2,1,1,Enriched in Strong
group_1010,1,1.3126992464953084,2,1,1,Enriched in Strong
group_991,1,1.3126992464953084,2,1,1,Enriched in Strong
group_985,1,1.3126992464953084,2,1,1,Enriched in Strong
group_964,1,1.3126992464953084,2,1,1,Enriched in Strong
group_957,1,1.3126992464953084,2,1,1,Enriched in Strong
group_938,1,1.3126992464953084,2,1,1,Enriched in Strong
group_933,1,1.3126992464953084,2,1,1,Enriched in Strong
group_932,1,1.3126992464953084,2,1,1,Enriched in Strong
group_910,1,1.3126992464953084,2,1,1,Enriched in Strong
group_909,1,1.3126992464953084,2,1,1,Enriched in Strong
group_899,1,1.3126992464953084,2,1,1,Enriched in Strong
group_881,1,1.3126992464953084,2,1,1,Enriched in Strong
group_872,1,1.3126992464953084,2,1,1,Enriched in Strong
group_861,1,1.3126992464953084,2,1,1,Enriched in Strong
group_834,1,1.3126992464953084,2,1,1,Enriched in Strong
group_813,1,1.3126992464953084,2,1,1,Enriched in Strong
group_775,1,1.3126992464953084,2,1,1,Enriched in Strong
group_774,1,1.3126992464953084,2,1,1,Enriched in Strong
group_764,1,1.3126992464953084,2,1,1,Enriched in Strong
group_762,1,1.3126992464953084,2,1,1,Enriched in Strong
group_694,1,1.3126992464953084,2,1,1,Enriched in Strong
group_690,1,1.3126992464953084,2,1,1,Enriched in Strong
group_667,1,1.3126992464953084,2,1,1,Enriched in Strong
group_661,1,1.3126992464953084,2,1,1,Enriched in Strong
group_660,1,1.3126992464953084,2,1,1,Enriched in Strong
group_640,1,1.3126992464953084,2,1,1,Enriched in Strong
group_611,1,1.3126992464953084,2,1,1,Enriched in Strong
group_607,1,1.3126992464953084,2,1,1,Enriched in Strong
ipsA,1,1.3126992464953084,2,1,1,Enriched in Strong
group_600,1,1.3126992464953084,2,1,1,Enriched in Strong
group_595,1,1.3126992464953084,2,1,1,Enriched in Strong
group_584,1,1.3126992464953084,2,1,1,Enriched in Strong
group_576,1,1.3126992464953084,2,1,1,Enriched in Strong
ybjJ_3,1,1.3126992464953084,2,1,1,Enriched in Strong
group_554,1,1.3126992464953084,2,1,1,Enriched in Strong
group_552,1,1.3126992464953084,2,1,1,Enriched in Strong
group_530,1,1.3126992464953084,2,1,1,Enriched in Strong
group_497,1,1.3126992464953084,2,1,1,Enriched in Strong
group_491,1,1.3126992464953084,2,1,1,Enriched in Strong
aplIM,1,1.3126992464953084,2,1,1,Enriched in Strong
intQ,1,1.3126992464953084,2,1,1,Enriched in Strong
group_479,1,1.3126992464953084,2,1,1,Enriched in Strong
group_472,1,1.3126992464953084,2,1,1,Enriched in Strong
group_466,1,1.3126992464953084,2,1,1,Enriched in Strong
group_462,1,1.3126992464953084,2,1,1,Enriched in Strong
ybjJ_2,1,1.3126992464953084,2,1,1,Enriched in Strong
group_425,1,1.3126992464953084,2,1,1,Enriched in Strong
group_423,1,1.3126992464953084,2,1,1,Enriched in Strong
group_421,1,1.3126992464953084,2,1,1,Enriched in Strong
hpsN,1,1.3126992464953084,2,1,1,Enriched in Strong
group_390,1,1.3126992464953084,2,1,1,Enriched in Strong
group_389,1,1.3126992464953084,2,1,1,Enriched in Strong
group_387,1,1.3126992464953084,2,1,1,Enriched in Strong
group_386,1,1.3126992464953084,2,1,1,Enriched in Strong
group_307,1,1.3126992464953084,2,1,1,Enriched in Strong
group_296,1,1.3126992464953084,2,1,1,Enriched in Strong
group_282,1,1.3126992464953084,2,1,1,Enriched in Strong
group_268,1,1.3126992464953084,2,1,1,Enriched in Strong
group_264,1,1.3126992464953084,2,1,1,Enriched in Strong
livQ,1,1.3126992464953084,2,1,1,Enriched in Strong
group_248,1,1.3126992464953084,2,1,1,Enriched in Strong
group_244,1,1.3126992464953084,2,1,1,Enriched in Strong
group_236,1,1.3126992464953084,2,1,1,Enriched in Strong
group_234,1,1.3126992464953084,2,1,1,Enriched in Strong
group_224,1,1.3126992464953084,2,1,1,Enriched in Strong
group_222,1,1.3126992464953084,2,1,1,Enriched in Strong
pal_4,1,1.3126992464953084,2,1,1,Enriched in Strong
group_204,1,1.3126992464953084,2,1,1,Enriched in Strong
group_203,1,1.3126992464953084,2,1,1,Enriched in Strong
ilvI_2,1,1.3126992464953084,2,1,1,Enriched in Strong
group_195,1,1.3126992464953084,2,1,1,Enriched in Strong
group_185,1,1.3126992464953084,2,1,1,Enriched in Strong
group_159,1,1.3126992464953084,2,1,1,Enriched in Strong
group_156,1,1.3126992464953084,2,1,1,Enriched in Strong
group_153,1,1.3126992464953084,2,1,1,Enriched in Strong
group_145,1,1.3126992464953084,2,1,1,Enriched in Strong
group_124,1,1.3126992464953084,2,1,1,Enriched in Strong
group_117,1,1.3126992464953084,2,1,1,Enriched in Strong
group_113,1,1.3126992464953084,2,1,1,Enriched in Strong
group_112,1,1.3126992464953084,2,1,1,Enriched in Strong
group_110,1,1.3126992464953084,2,1,1,Enriched in Strong
group_99,1,1.3126992464953084,2,1,1,Enriched in Strong
group_74,1,1.3126992464953084,2,1,1,Enriched in Strong
clpV1_3,1,1.3126992464953084,2,1,1,Enriched in Strong
group_67,1,1.3126992464953084,2,1,1,Enriched in Strong
dnaG_1,1,1.3126992464953084,2,1,1,Enriched in Strong
group_44,1,1.3126992464953084,2,1,1,Enriched in Strong
group_41,1,1.3126992464953084,2,1,1,Enriched in Strong
group_34,1,1.3126992464953084,2,1,1,Enriched in Strong
cpdA_3,1,1.3126992464953084,2,1,1,Enriched in Strong
group_30,1,1.3126992464953084,2,1,1,Enriched in Strong
group_24,1,1.3126992464953084,2,1,1,Enriched in Strong
group_22,1,1.3126992464953084,2,1,1,Enriched in Strong
group_4346,0.1372549019607843,0,0,2,1,Enriched in Weak
group_4345,0.1372549019607843,0,0,2,1,Enriched in Weak
group_4344,0.1372549019607843,0,0,2,1,Enriched in Weak
group_4343,0.1372549019607843,0,0,2,1,Enriched in Weak
group_4342,0.1372549019607843,0,0,2,1,Enriched in Weak
group_4340,0.1372549019607843,0,0,2,1,Enriched in Weak
group_4339,0.1372549019607843,0,0,2,1,Enriched in Weak
group_4329,0.1372549019607843,0,0,2,1,Enriched in Weak
group_4316,0.1372549019607843,0,0,2,1,Enriched in Weak
group_4313,0.1372549019607843,0,0,2,1,Enriched in Weak
group_4298,0.1372549019607843,0,0,2,1,Enriched in Weak
group_4297,0.1372549019607843,0,0,2,1,Enriched in Weak
group_4265,1,0.617938384006611,1,1,1,No difference
group_4264,1,0.617938384006611,1,1,1,No difference
group_4262,1,0.617938384006611,1,1,1,No difference
group_4260,1,0.617938384006611,1,1,1,No difference
sir2_2,1,0.617938384006611,1,1,1,No difference
group_3879,1,0.617938384006611,1,1,1,No difference
bacC_2,0.1372549019607843,0,0,2,1,Enriched in Weak
group_3444,0.1372549019607843,0,0,2,1,Enriched in Weak
group_3442,0.1372549019607843,0,0,2,1,Enriched in Weak
group_3441,0.1372549019607843,0,0,2,1,Enriched in Weak
group_3440,0.1372549019607843,0,0,2,1,Enriched in Weak
group_3439,0.1372549019607843,0,0,2,1,Enriched in Weak
group_3438,0.1372549019607843,0,0,2,1,Enriched in Weak
group_3437,0.1372549019607843,0,0,2,1,Enriched in Weak
group_3436,0.1372549019607843,0,0,2,1,Enriched in Weak
group_3432,0.1372549019607843,0,0,2,1,Enriched in Weak
group_3428,0.1372549019607843,0,0,2,1,Enriched in Weak
