Gene,Freq,Category,IsNamed,InSixtyLake,InConnessPond,PondPattern
group_4038,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4037,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4036,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4035,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4034,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4033,4,Accessory,FALSE,TRUE,TRUE,Both ponds
gst,4,Accessory,TRUE,TRUE,TRUE,Both ponds
fadD_4,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_4032,4,Accessory,FALSE,TRUE,TRUE,Both ponds
traC_1,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_4031,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4030,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4029,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4028,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4027,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4026,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4025,4,Accessory,FALSE,TRUE,TRUE,Both ponds
oprJ_1,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_4024,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4023,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4022,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4021,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4020,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4019,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4018,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4017,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4016,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4015,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4014,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4013,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4012,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4011,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4010,4,Accessory,FALSE,TRUE,TRUE,Both ponds
noc_1,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_4009,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4008,4,Accessory,FALSE,TRUE,TRUE,Both ponds
umuD_1,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_4007,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4006,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4005,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4004,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4003,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4002,4,Accessory,FALSE,TRUE,TRUE,Both ponds
acrA,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_4001,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_4000,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3999,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3998,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3997,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3996,4,Accessory,FALSE,TRUE,TRUE,Both ponds
acrB,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_3995,4,Accessory,FALSE,TRUE,TRUE,Both ponds
dsbC_2,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_3994,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3993,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3992,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3991,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3990,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3989,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3988,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3987,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3986,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3985,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3984,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3983,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3982,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3981,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3980,4,Accessory,FALSE,TRUE,TRUE,Both ponds
radD,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_3979,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3978,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3977,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3976,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3975,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3974,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3973,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3972,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3971,4,Accessory,FALSE,TRUE,TRUE,Both ponds
umuC_1,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_3970,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3969,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3968,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3967,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3966,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3965,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3964,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3963,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3962,4,Accessory,FALSE,TRUE,TRUE,Both ponds
ssb_1,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_3961,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3960,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3959,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3958,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3957,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3956,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3955,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3954,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3953,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3952,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3951,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3950,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3949,4,Accessory,FALSE,TRUE,TRUE,Both ponds
cobS_2,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_3948,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3947,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3946,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3945,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3944,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3943,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3942,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3941,4,Accessory,FALSE,TRUE,TRUE,Both ponds
cusS_2,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_3932,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3927,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3923,4,Accessory,FALSE,TRUE,TRUE,Both ponds
copR_3,4,Accessory,TRUE,TRUE,TRUE,Both ponds
mdtH,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_3917,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3911,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3899,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3892,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3888,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3658,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3578,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3455,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
group_3435,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
group_3431,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
group_3430,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
group_3424,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
bin3~~~bin3_2,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_3368,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
group_3357,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
group_3328,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
group_3203,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
group_3173,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
intA_1~~~intA,4,Accessory,TRUE,TRUE,FALSE,Sixty Lake only
group_3130,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3118,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3108,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
group_3087,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
group_3044,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_3031,4,Accessory,FALSE,TRUE,TRUE,Both ponds
copR_1,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_2950,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2890,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2880,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2873,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2864,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2858,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2857,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2853,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2850,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2849,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2844,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2834,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2830,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2825,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2823,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2815,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2809,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2806,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2795,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2766,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
group_2756,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2755,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2754,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2744,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2743,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2742,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2733,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2732,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2727,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2709,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2708,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2692,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2688,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2687,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2686,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2685,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2684,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2681,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
group_2677,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2676,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2675,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2674,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
group_2654,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2641,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2640,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2630,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2629,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2618,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2617,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2616,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2615,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2607,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2606,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2595,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2594,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2580,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2579,4,Accessory,FALSE,TRUE,TRUE,Both ponds
relB,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_2570,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2569,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2568,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2567,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2555,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2554,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2553,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2552,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2546,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2531,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2530,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2529,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2513,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2512,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2511,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2502,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2501,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2500,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2488,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2487,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2486,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2474,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2471,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2470,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2461,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2460,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2459,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2458,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2457,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2456,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2449,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2448,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2447,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2433,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2424,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2423,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2411,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2410,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2402,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2401,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2394,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2392,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
group_2381,4,Accessory,FALSE,TRUE,TRUE,Both ponds
relE,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_2373,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2372,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2359,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2358,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2352,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2351,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2343,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2342,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2341,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2335,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2312,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2296,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2273,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2272,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2264,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2254,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2253,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2242,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2236,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
group_2228,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2226,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2225,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2212,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2211,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2164,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
group_2156,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2151,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2142,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2128,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
spo0F,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_2123,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2122,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2106,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2105,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2103,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
group_2094,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2085,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2059,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2055,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
group_2048,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2047,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2018,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2006,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_2001,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1991,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1990,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1948,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1947,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1937,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1929,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1918,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1917,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1914,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
group_1893,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1886,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1872,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1865,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1856,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1844,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1840,4,Accessory,FALSE,TRUE,TRUE,Both ponds
yciE,4,Accessory,TRUE,TRUE,TRUE,Both ponds
rrrD,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_1809,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1796,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1795,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1783,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1782,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1774,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1772,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1751,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1750,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1739,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1730,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1720,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1691,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
yciF,4,Accessory,TRUE,TRUE,TRUE,Both ponds
pncC_2,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_1671,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1662,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1661,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1637,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1636,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1606,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1605,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1600,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1599,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1592,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1580,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1567,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1546,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1545,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1531,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1522,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1521,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1517,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1499,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1489,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1488,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1453,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1452,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1448,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1432,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1419,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1395,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1390,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1378,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1365,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1349,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1343,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1342,4,Accessory,FALSE,TRUE,TRUE,Both ponds
cpnA,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_1310,4,Accessory,FALSE,TRUE,TRUE,Both ponds
gph_2,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_1296,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1289,4,Accessory,FALSE,TRUE,TRUE,Both ponds
rcsB_4,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_1265,4,Accessory,FALSE,TRUE,TRUE,Both ponds
czcR_2,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_1264,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1251,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1249,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1240,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1237,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1236,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1230,4,Accessory,FALSE,TRUE,FALSE,Sixty Lake only
group_1224,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1223,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1204,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1180,4,Accessory,FALSE,TRUE,TRUE,Both ponds
mngR,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_1163,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1106,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1100,4,Accessory,FALSE,TRUE,TRUE,Both ponds
fabG_5,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_1094,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1073,4,Accessory,FALSE,TRUE,TRUE,Both ponds
dpnM,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_1050,4,Accessory,FALSE,TRUE,TRUE,Both ponds
dnaC_1,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_1038,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1020,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1019,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1011,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_1002,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_984,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_983,4,Accessory,FALSE,TRUE,TRUE,Both ponds
pmdD,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_965,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_952,4,Accessory,FALSE,TRUE,TRUE,Both ponds
rutD_2,4,Accessory,TRUE,TRUE,TRUE,Both ponds
sppA,4,Accessory,TRUE,TRUE,TRUE,Both ponds
ydbD,4,Accessory,TRUE,TRUE,TRUE,Both ponds
traC_2,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_915,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_888,4,Accessory,FALSE,TRUE,TRUE,Both ponds
ompA_3,4,Accessory,TRUE,TRUE,TRUE,Both ponds
mrr,4,Accessory,TRUE,TRUE,TRUE,Both ponds
zupT_2,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_821,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_814,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_790,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_768,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_763,4,Accessory,FALSE,TRUE,TRUE,Both ponds
xerC_2,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_759,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_741,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_740,4,Accessory,FALSE,TRUE,TRUE,Both ponds
pikAII_1,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_730,4,Accessory,FALSE,TRUE,TRUE,Both ponds
cydB_2,4,Accessory,TRUE,TRUE,TRUE,Both ponds
ompA_2,4,Accessory,TRUE,TRUE,TRUE,Both ponds
xerC_6,4,Accessory,TRUE,TRUE,TRUE,Both ponds
group_710,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_671,4,Accessory,FALSE,TRUE,TRUE,Both ponds
group_670,4,Accessory,FALSE,TRUE,TRUE,Both ponds
