time	Isolate	OD	Isolate2
18.5	CP2A	1.494	CP2A.2
19	CP2A	1.537	CP2A.2
19.5	CP2A	1.563	CP2A.2
20	CP2A	1.589	CP2A.2
20.5	CP2A	1.611	CP2A.2
21	CP2A	1.684	CP2A.2
21.5	CP2A	1.681	CP2A.2
22	CP2A	1.704	CP2A.2
22.5	CP2A	1.714	CP2A.2
23	CP2A	1.732	CP2A.2
23.5	CP2A	1.738	CP2A.2
24	CP2A	1.772	CP2A.2
24.5	CP2A	1.81	CP2A.2
25	CP2A	1.806	CP2A.2
25.5	CP2A	1.839	CP2A.2
26	CP2A	1.814	CP2A.2
26.5	CP2A	1.841	CP2A.2
27	CP2A	1.834	CP2A.2
27.5	CP2A	1.87	CP2A.2
28	CP2A	1.893	CP2A.2
28.5	CP2A	1.912	CP2A.2
29	CP2A	1.911	CP2A.2
29.5	CP2A	1.915	CP2A.2
30	CP2A	1.921	CP2A.2
30.5	CP2A	1.916	CP2A.2
31	CP2A	1.909	CP2A.2
31.5	CP2A	1.915	CP2A.2
32	CP2A	1.901	CP2A.2
32.5	CP2A	1.9	CP2A.2
33	CP2A	1.901	CP2A.2
33.5	CP2A	1.899	CP2A.2
34	CP2A	1.901	CP2A.2
34.5	CP2A	1.88	CP2A.2
35	CP2A	1.898	CP2A.2
35.5	CP2A	1.889	CP2A.2
36	CP2A	1.911	CP2A.2
0.5	CP5A	0.11	CP5A.2
1	CP5A	0.101	CP5A.2
1.5	CP5A	0.101	CP5A.2
2	CP5A	0.105	CP5A.2
2.5	CP5A	0.106	CP5A.2
3	CP5A	0.112	CP5A.2
3.5	CP5A	0.113	CP5A.2
4	CP5A	0.119	CP5A.2
4.5	CP5A	0.124	CP5A.2
5	CP5A	0.144	CP5A.2
5.5	CP5A	0.158	CP5A.2
6	CP5A	0.183	CP5A.2
6.5	CP5A	0.215	CP5A.2
7	CP5A	0.239	CP5A.2
7.5	CP5A	0.295	CP5A.2
8	CP5A	0.343	CP5A.2
8.5	CP5A	0.394	CP5A.2
9	CP5A	0.502	CP5A.2
9.5	CP5A	0.563	CP5A.2
10	CP5A	0.66	CP5A.2
10.5	CP5A	0.726	CP5A.2
11	CP5A	0.908	CP5A.2
11.5	CP5A	1.006	CP5A.2
12	CP5A	1.119	CP5A.2
12.5	CP5A	1.197	CP5A.2
13	CP5A	1.25	CP5A.2
13.5	CP5A	1.333	CP5A.2
14	CP5A	1.399	CP5A.2
14.5	CP5A	1.471	CP5A.2
15	CP5A	1.555	CP5A.2
15.5	CP5A	1.608	CP5A.2
16	CP5A	1.661	CP5A.2
16.5	CP5A	1.708	CP5A.2
17	CP5A	1.791	CP5A.2
17.5	CP5A	1.832	CP5A.2
18	CP5A	1.867	CP5A.2
18.5	CP5A	1.923	CP5A.2
19	CP5A	1.971	CP5A.2
19.5	CP5A	2.044	CP5A.2
20	CP5A	2.032	CP5A.2
20.5	CP5A	2.05	CP5A.2
21	CP5A	2.147	CP5A.2
21.5	CP5A	2.145	CP5A.2
22	CP5A	2.165	CP5A.2
22.5	CP5A	2.171	CP5A.2
23	CP5A	2.204	CP5A.2
23.5	CP5A	2.273	CP5A.2
24	CP5A	2.211	CP5A.2
24.5	CP5A	2.252	CP5A.2
25	CP5A	2.282	CP5A.2
25.5	CP5A	2.233	CP5A.2
26	CP5A	2.292	CP5A.2
26.5	CP5A	2.363	CP5A.2
27	CP5A	2.261	CP5A.2
27.5	CP5A	2.321	CP5A.2
28	CP5A	2.298	CP5A.2
28.5	CP5A	2.452	CP5A.2
29	CP5A	2.32	CP5A.2
29.5	CP5A	2.295	CP5A.2
30	CP5A	2.333	CP5A.2
30.5	CP5A	2.334	CP5A.2
31	CP5A	2.348	CP5A.2
31.5	CP5A	2.329	CP5A.2
32	CP5A	2.325	CP5A.2
32.5	CP5A	2.411	CP5A.2
33	CP5A	2.334	CP5A.2
33.5	CP5A	2.333	CP5A.2
34	CP5A	2.3	CP5A.2
34.5	CP5A	2.358	CP5A.2
35	CP5A	2.342	CP5A.2
35.5	CP5A	2.404	CP5A.2
36	CP5A	2.291	CP5A.2
0.5	CP6A	0.089	CP6A.2
1	CP6A	0.087	CP6A.2
1.5	CP6A	0.085	CP6A.2
2	CP6A	0.086	CP6A.2
2.5	CP6A	0.086	CP6A.2
3	CP6A	0.09	CP6A.2
3.5	CP6A	0.094	CP6A.2
4	CP6A	0.088	CP6A.2
4.5	CP6A	0.092	CP6A.2
5	CP6A	0.113	CP6A.2
5.5	CP6A	0.123	CP6A.2
6	CP6A	0.134	CP6A.2
6.5	CP6A	0.143	CP6A.2
7	CP6A	0.145	CP6A.2
7.5	CP6A	0.147	CP6A.2
8	CP6A	0.113	CP6A.2
8.5	CP6A	0.1	CP6A.2
9	CP6A	0.109	CP6A.2
9.5	CP6A	0.128	CP6A.2
10	CP6A	0.135	CP6A.2
10.5	CP6A	0.17	CP6A.2
11	CP6A	0.197	CP6A.2
11.5	CP6A	0.229	CP6A.2
12	CP6A	0.284	CP6A.2
12.5	CP6A	0.35	CP6A.2
13	CP6A	0.413	CP6A.2
13.5	CP6A	0.482	CP6A.2
14	CP6A	0.561	CP6A.2
14.5	CP6A	0.637	CP6A.2
15	CP6A	0.694	CP6A.2
15.5	CP6A	0.759	CP6A.2
16	CP6A	0.845	CP6A.2
16.5	CP6A	0.915	CP6A.2
17	CP6A	0.992	CP6A.2
17.5	CP6A	1.087	CP6A.2
18	CP6A	1.181	CP6A.2
18.5	CP6A	1.282	CP6A.2
19	CP6A	1.396	CP6A.2
19.5	CP6A	1.482	CP6A.2
20	CP6A	1.59	CP6A.2
20.5	CP6A	1.659	CP6A.2
21	CP6A	1.724	CP6A.2
21.5	CP6A	1.789	CP6A.2
22	CP6A	1.83	CP6A.2
22.5	CP6A	1.881	CP6A.2
23	CP6A	1.918	CP6A.2
23.5	CP6A	1.955	CP6A.2
24	CP6A	1.985	CP6A.2
24.5	CP6A	2.011	CP6A.2
25	CP6A	2.048	CP6A.2
25.5	CP6A	2.046	CP6A.2
26	CP6A	2.098	CP6A.2
26.5	CP6A	2.105	CP6A.2
27	CP6A	2.101	CP6A.2
27.5	CP6A	2.135	CP6A.2
28	CP6A	2.132	CP6A.2
28.5	CP6A	2.18	CP6A.3
29	CP6A	2.155	CP6A.3
29.5	CP6A	2.163	CP6A.3
30	CP6A	2.183	CP6A.3
30.5	CP6A	2.189	CP6A.3
31	CP6A	2.176	CP6A.3
31.5	CP6A	2.191	CP6A.3
32	CP6A	2.163	CP6A.3
32.5	CP6A	2.146	CP6A.3
33	CP6A	2.146	CP6A.3
33.5	CP6A	2.164	CP6A.3
34	CP6A	2.142	CP6A.3
34.5	CP6A	2.128	CP6A.3
35	CP6A	2.147	CP6A.3
35.5	CP6A	2.133	CP6A.3
36	CP6A	2.115	CP6A.3
0.5	CP10A	0.097	CP10A.3
1	CP10A	0.095	CP10A.3
1.5	CP10A	0.096	CP10A.3
2	CP10A	0.095	CP10A.3
2.5	CP10A	0.098	CP10A.3
3	CP10A	0.099	CP10A.3
3.5	CP10A	0.096	CP10A.3
4	CP10A	0.1	CP10A.3
4.5	CP10A	0.105	CP10A.3
5	CP10A	0.113	CP10A.3
5.5	CP10A	0.124	CP10A.3
6	CP10A	0.124	CP10A.3
6.5	CP10A	0.14	CP10A.3
7	CP10A	0.165	CP10A.3
7.5	CP10A	0.206	CP10A.3
8	CP10A	0.26	CP10A.3
8.5	CP10A	0.335	CP10A.3
9	CP10A	0.453	CP10A.3
9.5	CP10A	0.559	CP10A.3
10	CP10A	0.667	CP10A.3
10.5	CP10A	0.761	CP10A.3
11	CP10A	0.859	CP10A.3
11.5	CP10A	0.951	CP10A.3
12	CP10A	1.018	CP10A.3
12.5	CP10A	1.1	CP10A.3
13	CP10A	1.171	CP10A.3
13.5	CP10A	1.229	CP10A.3
14	CP10A	1.294	CP10A.3
14.5	CP10A	1.337	CP10A.3
15	CP10A	1.407	CP10A.3
15.5	CP10A	1.444	CP10A.3
16	CP10A	1.521	CP10A.3
16.5	CP10A	1.566	CP10A.3
17	CP10A	1.604	CP10A.3
17.5	CP10A	1.651	CP10A.3
18	CP10A	1.689	CP10A.3
18.5	CP10A	1.745	CP10A.3
19	CP10A	1.785	CP10A.3
19.5	CP10A	1.8	CP10A.3
20	CP10A	1.818	CP10A.3
20.5	CP10A	1.836	CP10A.3
21	CP10A	1.844	CP10A.3
21.5	CP10A	1.872	CP10A.3
22	CP10A	1.923	CP10A.3
22.5	CP10A	1.895	CP10A.3
23	CP10A	1.91	CP10A.3
23.5	CP10A	1.929	CP10A.3
24	CP10A	1.942	CP10A.3
24.5	CP10A	1.95	CP10A.3
25	CP10A	1.955	CP10A.3
25.5	CP10A	1.965	CP10A.3
26	CP10A	1.987	CP10A.3
26.5	CP10A	1.971	CP10A.3
27	CP10A	2.001	CP10A.3
27.5	CP10A	2.009	CP10A.3
28	CP10A	2.002	CP10A.3
28.5	CP10A	2.014	CP10A.3
29	CP10A	2.011	CP10A.3
29.5	CP10A	2.038	CP10A.3
30	CP10A	2.038	CP10A.3
30.5	CP10A	2.038	CP10A.3
31	CP10A	2.051	CP10A.3
31.5	CP10A	2.04	CP10A.3
32	CP10A	2.051	CP10A.3
32.5	CP10A	2.046	CP10A.3
33	CP10A	2.041	CP10A.3
33.5	CP10A	2.059	CP10A.3
34	CP10A	2.062	CP10A.3
34.5	CP10A	2.054	CP10A.3
35	CP10A	2.046	CP10A.3
35.5	CP10A	2.035	CP10A.3
36	CP10A	2.056	CP10A.3
0.5	CP13A	0.117	CP13A.3
1	CP13A	0.109	CP13A.3
1.5	CP13A	0.11	CP13A.3
2	CP13A	0.115	CP13A.3
2.5	CP13A	0.12	CP13A.3
3	CP13A	0.128	CP13A.3
3.5	CP13A	0.14	CP13A.3
4	CP13A	0.152	CP13A.3
4.5	CP13A	0.172	CP13A.3
5	CP13A	0.213	CP13A.3
5.5	CP13A	0.262	CP13A.3
6	CP13A	0.331	CP13A.3
6.5	CP13A	0.41	CP13A.3
7	CP13A	0.489	CP13A.3
7.5	CP13A	0.574	CP13A.3
8	CP13A	0.777	CP13A.3
8.5	CP13A	0.913	CP13A.3
9	CP13A	1.04	CP13A.3
9.5	CP13A	1.145	CP13A.3
10	CP13A	1.223	CP13A.3
10.5	CP13A	1.321	CP13A.3
11	CP13A	1.411	CP13A.3
11.5	CP13A	1.458	CP13A.3
12	CP13A	1.515	CP13A.3
12.5	CP13A	1.541	CP13A.3
13	CP13A	1.589	CP13A.3
13.5	CP13A	1.632	CP13A.3
14	CP13A	1.671	CP13A.3
14.5	CP13A	1.739	CP13A.3
15	CP13A	1.792	CP13A.3
15.5	CP13A	1.829	CP13A.3
16	CP13A	1.894	CP13A.3
16.5	CP13A	1.951	CP13A.3
17	CP13A	1.979	CP13A.3
17.5	CP13A	1.984	CP13A.3
18	CP13A	1.965	CP13A.3
18.5	CP13A	1.962	CP13A.3
19	CP13A	1.99	CP13A.3
19.5	CP13A	1.972	CP13A.3
20	CP13A	1.964	CP13A.3
20.5	CP13A	1.959	CP13A.3
21	CP13A	1.968	CP13A.3
21.5	CP13A	2.012	CP13A.3
22	CP13A	2.054	CP13A.3
22.5	CP13A	2.073	CP13A.3
23	CP13A	2.125	CP13A.3
23.5	CP13A	2.159	CP13A.3
24	CP13A	2.199	CP13A.3
24.5	CP13A	2.196	CP13A.3
25	CP13A	2.177	CP13A.3
25.5	CP13A	2.188	CP13A.3
26	CP13A	2.189	CP13A.3
26.5	CP13A	2.167	CP13A.3
27	CP13A	2.198	CP13A.3
27.5	CP13A	2.186	CP13A.3
28	CP13A	2.22	CP13A.3
28.5	CP13A	2.214	CP13A.3
29	CP13A	2.177	CP13A.3
29.5	CP13A	2.174	CP13A.3
30	CP13A	2.19	CP13A.3
30.5	CP13A	2.181	CP13A.3
31	CP13A	2.172	CP13A.3
31.5	CP13A	2.163	CP13A.3
32	CP13A	2.164	CP13A.3
32.5	CP13A	2.133	CP13A.3
33	CP13A	2.132	CP13A.3
33.5	CP13A	2.14	CP13A.3
34	CP13A	2.143	CP13A.3
34.5	CP13A	2.114	CP13A.3
35	CP13A	2.13	CP13A.3
35.5	CP13A	2.087	CP13A.3
36	CP13A	2.087	CP13A.3
0.5	CP17D	0.098	CP17D.3
1	CP17D	0.095	CP17D.3
1.5	CP17D	0.095	CP17D.3
2	CP17D	0.099	CP17D.3
2.5	CP17D	0.104	CP17D.3
3	CP17D	0.112	CP17D.3
3.5	CP17D	0.116	CP17D.3
4	CP17D	0.127	CP17D.3
4.5	CP17D	0.137	CP17D.3
5	CP17D	0.168	CP17D.3
5.5	CP17D	0.202	CP17D.3
6	CP17D	0.258	CP17D.3
6.5	CP17D	0.307	CP17D.3
7	CP17D	0.49	CP17D.3
7.5	CP17D	0.539	CP17D.3
8	CP17D	0.594	CP17D.3
8.5	CP17D	0.694	CP17D.3
9	CP17D	0.832	CP17D.3
9.5	CP17D	0.937	CP17D.3
10	CP17D	1.061	CP17D.3
10.5	CP17D	1.102	CP17D.3
11	CP17D	1.253	CP17D.3
11.5	CP17D	1.248	CP17D.3
12	CP17D	1.324	CP17D.3
12.5	CP17D	1.491	CP17D.3
13	CP17D	1.469	CP17D.3
13.5	CP17D	1.557	CP17D.3
14	CP17D	1.599	CP17D.3
14.5	CP17D	1.884	CP17D.3
15	CP17D	1.822	CP17D.3
15.5	CP17D	1.731	CP17D.3
16	CP17D	1.707	CP17D.3
16.5	CP17D	1.745	CP17D.3
17	CP17D	1.73	CP17D.3
17.5	CP17D	1.754	CP17D.3
18	CP17D	1.775	CP17D.3
18.5	CP17D	1.819	CP17D.3
19	CP17D	1.996	CP17D.3
19.5	CP17D	1.897	CP17D.3
20	CP17D	1.934	CP17D.3
20.5	CP17D	1.938	CP17D.3
21	CP17D	1.957	CP17D.3
21.5	CP17D	1.975	CP17D.3
22	CP17D	1.994	CP17D.3
22.5	CP17D	1.974	CP17D.3
23	CP17D	1.989	CP17D.3
23.5	CP17D	2.028	CP17D.3
24	CP17D	2.075	CP17D.3
24.5	CP17D	2.018	CP17D.3
25	CP17D	2.025	CP17D.3
25.5	CP17D	2.037	CP17D.3
26	CP17D	2.018	CP17D.3
26.5	CP17D	1.985	CP17D.3
27	CP17D	1.992	CP17D.3
27.5	CP17D	2.004	CP17D.3
28	CP17D	2.014	CP17D.3
28.5	CP17D	2.099	CP17D.3
29	CP17D	2.174	CP17D.3
29.5	CP17D	1.935	CP17D.3
30	CP17D	1.907	CP17D.3
30.5	CP17D	1.838	CP17D.3
31	CP17D	2.416	CP17D.3
31.5	CP17D	2.086	CP17D.3
32	CP17D	1.76	CP17D.3
32.5	CP17D	1.614	CP17D.3
33	CP17D	2.315	CP17D.3
33.5	CP17D	2.472	CP17D.3
34	CP17D	2.073	CP17D.3
34.5	CP17D	1.969	CP17D.3
35	CP17D	1.635	CP17D.3
35.5	CP17D	1.699	CP17D.3
36	CP17D	1.608	CP17D.3
0.5	CP3F2	0.107	CP3F2.3
1	CP3F2	0.104	CP3F2.3
1.5	CP3F2	0.103	CP3F2.3
2	CP3F2	0.105	CP3F2.3
2.5	CP3F2	0.11	CP3F2.3
3	CP3F2	0.12	CP3F2.3
3.5	CP3F2	0.134	CP3F2.3
4	CP3F2	0.132	CP3F2.3
4.5	CP3F2	0.144	CP3F2.3
5	CP3F2	0.18	CP3F2.3
5.5	CP3F2	0.218	CP3F2.3
6	CP3F2	0.273	CP3F2.3
6.5	CP3F2	0.347	CP3F2.3
7	CP3F2	0.446	CP3F2.3
7.5	CP3F2	0.521	CP3F2.3
8	CP3F2	0.619	CP3F2.3
8.5	CP3F2	0.704	CP3F2.3
9	CP3F2	0.837	CP3F2.3
9.5	CP3F2	1.011	CP3F2.3
10	CP3F2	1.116	CP3F2.3
10.5	CP3F2	1.211	CP3F2.3
11	CP3F2	1.311	CP3F2.3
11.5	CP3F2	1.363	CP3F2.3
12	CP3F2	1.45	CP3F2.3
12.5	CP3F2	1.508	CP3F2.3
13	CP3F2	1.544	CP3F2.3
13.5	CP3F2	1.593	CP3F2.3
14	CP3F2	1.643	CP3F2.3
14.5	CP3F2	1.697	CP3F2.3
15	CP3F2	1.756	CP3F2.3
15.5	CP3F2	1.813	CP3F2.3
16	CP3F2	1.865	CP3F2.3
16.5	CP3F2	1.93	CP3F2.3
17	CP3F2	1.982	CP3F2.3
17.5	CP3F2	1.999	CP3F2.3
18	CP3F2	2.017	CP3F2.3
18.5	CP3F2	2.012	CP3F2.3
19	CP3F2	1.996	CP3F2.3
19.5	CP3F2	2.008	CP3F2.3
20	CP3F2	1.942	CP3F2.3
20.5	CP3F2	1.925	CP3F2.3
21	CP3F2	1.96	CP3F2.3
21.5	CP3F2	1.951	CP3F2.3
22	CP3F2	2.026	CP3F2.3
22.5	CP3F2	2.108	CP3F2.3
23	CP3F2	2.167	CP3F2.3
23.5	CP3F2	2.201	CP3F2.3
24	CP3F2	2.297	CP3F2.3
24.5	CP3F2	2.285	CP3F2.3
25	CP3F2	2.275	CP3F2.3
25.5	CP3F2	2.263	CP3F2.3
26	CP3F2	2.279	CP3F2.3
26.5	CP3F2	2.285	CP3F2.3
27	CP3F2	2.28	CP3F2.3
27.5	CP3F2	2.297	CP3F2.3
28	CP3F2	2.31	CP3F2.3
28.5	CP3F2	2.321	CP3F2.3
29	CP3F2	2.301	CP3F2.3
29.5	CP3F2	2.291	CP3F2.3
30	CP3F2	2.318	CP3F2.3
30.5	CP3F2	2.284	CP3F2.3
31	CP3F2	2.278	CP3F2.3
31.5	CP3F2	2.281	CP3F2.3
32	CP3F2	2.256	CP3F2.3
32.5	CP3F2	2.248	CP3F2.3
33	CP3F2	2.254	CP3F2.3
33.5	CP3F2	2.238	CP3F2.3
34	CP3F2	2.238	CP3F2.3
34.5	CP3F2	2.184	CP3F2.3
35	CP3F2	2.2	CP3F2.3
35.5	CP3F2	2.173	CP3F2.3
36	CP3F2	2.163	CP3F2.3
0.5	CP8C	0.135	CP8C.3
1	CP8C	0.114	CP8C.3
1.5	CP8C	0.11	CP8C.3
2	CP8C	0.116	CP8C.3
2.5	CP8C	0.124	CP8C.3
3	CP8C	0.139	CP8C.3
3.5	CP8C	0.16	CP8C.3
4	CP8C	0.185	CP8C.3
4.5	CP8C	0.226	CP8C.3
5	CP8C	0.304	CP8C.3
5.5	CP8C	0.375	CP8C.3
6	CP8C	0.464	CP8C.3
6.5	CP8C	0.527	CP8C.3
7	CP8C	0.602	CP8C.3
7.5	CP8C	0.72	CP8C.3
8	CP8C	0.872	CP8C.3
8.5	CP8C	0.955	CP8C.3
9	CP8C	1.093	CP8C.3
9.5	CP8C	1.206	CP8C.3
10	CP8C	1.31	CP8C.3
10.5	CP8C	1.411	CP8C.3
11	CP8C	1.439	CP8C.3
11.5	CP8C	1.459	CP8C.3
12	CP8C	1.494	CP8C.3
12.5	CP8C	1.522	CP8C.3
13	CP8C	1.582	CP8C.3
13.5	CP8C	1.628	CP8C.3
14	CP8C	1.64	CP8C.3
14.5	CP8C	1.683	CP8C.3
15	CP8C	1.768	CP8C.3
15.5	CP8C	1.77	CP8C.3
16	CP8C	1.81	CP8C.3
16.5	CP8C	1.883	CP8C.3
17	CP8C	1.893	CP8C.3
17.5	CP8C	1.938	CP8C.3
18	CP8C	1.931	CP8C.3
18.5	CP8C	1.989	CP8C.3
19	CP8C	2.013	CP8C.3
19.5	CP8C	2.001	CP8C.3
20	CP8C	2.024	CP8C.3
20.5	CP8C	2.09	CP8C.3
21	CP8C	2.085	CP8C.3
21.5	CP8C	2.116	CP8C.3
22	CP8C	2.145	CP8C.3
22.5	CP8C	2.122	CP8C.3
23	CP8C	2.135	CP8C.3
23.5	CP8C	2.132	CP8C.3
24	CP8C	2.155	CP8C.3
24.5	CP8C	2.183	CP8C.3
25	CP8C	2.147	CP8C.3
25.5	CP8C	2.139	CP8C.3
26	CP8C	2.154	CP8C.3
26.5	CP8C	2.153	CP8C.3
27	CP8C	2.175	CP8C.3
27.5	CP8C	2.179	CP8C.3
28	CP8C	2.177	CP8C.3
28.5	CP8C	2.224	CP8C.3
29	CP8C	2.179	CP8C.3
29.5	CP8C	2.15	CP8C.3
30	CP8C	2.17	CP8C.3
30.5	CP8C	2.186	CP8C.3
31	CP8C	2.139	CP8C.3
31.5	CP8C	2.148	CP8C.3
32	CP8C	2.14	CP8C.3
32.5	CP8C	2.133	CP8C.3
33	CP8C	2.134	CP8C.3
33.5	CP8C	2.171	CP8C.3
34	CP8C	2.146	CP8C.3
34.5	CP8C	2.144	CP8C.3
35	CP8C	2.154	CP8C.3
35.5	CP8C	2.116	CP8C.3
36	CP8C	2.112	CP8C.3
0.5	CP10A	0.095	CP10A.3
1	CP10A	0.093	CP10A.3
1.5	CP10A	0.093	CP10A.3
2	CP10A	0.094	CP10A.3
2.5	CP10A	0.095	CP10A.3
3	CP10A	0.096	CP10A.3
3.5	CP10A	0.097	CP10A.3
4	CP10A	0.102	CP10A.3
4.5	CP10A	0.104	CP10A.3
5	CP10A	0.109	CP10A.3
5.5	CP10A	0.119	CP10A.3
6	CP10A	0.125	CP10A.3
6.5	CP10A	0.142	CP10A.3
7	CP10A	0.181	CP10A.3
7.5	CP10A	0.209	CP10A.3
8	CP10A	0.262	CP10A.3
8.5	CP10A	0.342	CP10A.3
9	CP10A	0.442	CP10A.3
9.5	CP10A	0.572	CP10A.3
10	CP10A	0.647	CP10A.3
10.5	CP10A	0.761	CP10A.3
11	CP10A	0.861	CP10A.3
11.5	CP10A	0.93	CP10A.3
12	CP10A	1.001	CP10A.3
12.5	CP10A	1.075	CP10A.3
13	CP10A	1.132	CP10A.3
13.5	CP10A	1.188	CP10A.3
14	CP10A	1.269	CP10A.3
14.5	CP10A	1.309	CP10A.3
15	CP10A	1.395	CP10A.3
15.5	CP10A	1.401	CP10A.3
16	CP10A	1.501	CP10A.3
16.5	CP10A	1.542	CP10A.3
17	CP10A	1.61	CP10A.3
17.5	CP10A	1.631	CP10A.3
18	CP10A	1.661	CP10A.3
18.5	CP10A	1.725	CP10A.3
19	CP10A	1.772	CP10A.3
19.5	CP10A	1.803	CP10A.3
20	CP10A	1.805	CP10A.3
20.5	CP10A	1.816	CP10A.3
21	CP10A	1.863	CP10A.3
21.5	CP10A	1.872	CP10A.3
22	CP10A	1.894	CP10A.3
22.5	CP10A	1.879	CP10A.3
23	CP10A	1.922	CP10A.3
23.5	CP10A	1.905	CP10A.3
24	CP10A	1.951	CP10A.3
24.5	CP10A	1.932	CP10A.3
25	CP10A	1.945	CP10A.3
25.5	CP10A	1.954	CP10A.3
26	CP10A	1.969	CP10A.3
26.5	CP10A	1.98	CP10A.3
27	CP10A	1.993	CP10A.3
27.5	CP10A	2.012	CP10A.3
28	CP10A	1.999	CP10A.3
28.5	CP10A	2.034	CP10A.3
29	CP10A	2.008	CP10A.3
29.5	CP10A	2.024	CP10A.3
30	CP10A	2.029	CP10A.3
30.5	CP10A	2.034	CP10A.3
31	CP10A	2.05	CP10A.3
31.5	CP10A	2.053	CP10A.3
32	CP10A	2.033	CP10A.3
32.5	CP10A	2.024	CP10A.3
33	CP10A	2.039	CP10A.3
33.5	CP10A	2.031	CP10A.3
34	CP10A	2.042	CP10A.3
34.5	CP10A	2.026	CP10A.3
35	CP10A	2.051	CP10A.3
35.5	CP10A	2.025	CP10A.3
36	CP10A	2.042	CP10A.3
0.5	CP13A	0.107	CP13A.3
1	CP13A	0.107	CP13A.3
1.5	CP13A	0.108	CP13A.3
2	CP13A	0.113	CP13A.3
2.5	CP13A	0.12	CP13A.3
3	CP13A	0.129	CP13A.3
3.5	CP13A	0.139	CP13A.3
4	CP13A	0.154	CP13A.3
4.5	CP13A	0.172	CP13A.3
5	CP13A	0.216	CP13A.3
5.5	CP13A	0.266	CP13A.3
6	CP13A	0.329	CP13A.3
6.5	CP13A	0.397	CP13A.3
7	CP13A	0.476	CP13A.3
7.5	CP13A	0.598	CP13A.3
8	CP13A	0.777	CP13A.3
8.5	CP13A	0.857	CP13A.3
9	CP13A	1.021	CP13A.3
9.5	CP13A	1.116	CP13A.3
10	CP13A	1.2	CP13A.3
10.5	CP13A	1.277	CP13A.3
11	CP13A	1.363	CP13A.3
11.5	CP13A	1.421	CP13A.3
12	CP13A	1.459	CP13A.3
12.5	CP13A	1.484	CP13A.3
13	CP13A	1.535	CP13A.3
13.5	CP13A	1.579	CP13A.3
14	CP13A	1.624	CP13A.3
14.5	CP13A	1.679	CP13A.3
15	CP13A	1.728	CP13A.3
15.5	CP13A	1.782	CP13A.3
16	CP13A	1.848	CP13A.3
16.5	CP13A	1.908	CP13A.3
17	CP13A	1.946	CP13A.3
17.5	CP13A	1.952	CP13A.3
18	CP13A	1.964	CP13A.3
18.5	CP13A	1.976	CP13A.3
19	CP13A	2.001	CP13A.3
19.5	CP13A	2.036	CP13A.3
20	CP13A	2.023	CP13A.3
20.5	CP13A	2.057	CP13A.3
21	CP13A	2.1	CP13A.3
21.5	CP13A	2.099	CP13A.3
22	CP13A	2.132	CP13A.3
22.5	CP13A	2.128	CP13A.3
23	CP13A	2.132	CP13A.3
23.5	CP13A	2.179	CP13A.3
24	CP13A	2.218	CP13A.3
24.5	CP13A	2.189	CP13A.3
25	CP13A	2.16	CP13A.3
25.5	CP13A	2.168	CP13A.3
26	CP13A	2.16	CP13A.3
26.5	CP13A	2.179	CP13A.3
27	CP13A	2.185	CP13A.3
27.5	CP13A	2.184	CP13A.3
28	CP13A	2.178	CP13A.3
28.5	CP13A	2.188	CP13A.3
29	CP13A	2.178	CP13A.3
29.5	CP13A	2.159	CP13A.3
30	CP13A	2.196	CP13A.3
30.5	CP13A	2.174	CP13A.3
31	CP13A	2.158	CP13A.3
31.5	CP13A	2.151	CP13A.3
32	CP13A	2.148	CP13A.3
32.5	CP13A	2.127	CP13A.3
33	CP13A	2.109	CP13A.3
33.5	CP13A	2.098	CP13A.3
34	CP13A	2.09	CP13A.3
34.5	CP13A	2.052	CP13A.3
35	CP13A	2.058	CP13A.3
35.5	CP13A	2.016	CP13A.3
36	CP13A	2.002	CP13A.3
0.5	CP17D	0.093	CP17D.3
1	CP17D	0.092	CP17D.3
1.5	CP17D	0.096	CP17D.3
2	CP17D	0.101	CP17D.3
2.5	CP17D	0.103	CP17D.3
3	CP17D	0.112	CP17D.3
3.5	CP17D	0.115	CP17D.3
4	CP17D	0.123	CP17D.3
4.5	CP17D	0.134	CP17D.3
5	CP17D	0.169	CP17D.3
5.5	CP17D	0.2	CP17D.3
6	CP17D	0.256	CP17D.3
6.5	CP17D	0.324	CP17D.3
7	CP17D	0.347	CP17D.3
7.5	CP17D	0.392	CP17D.3
8	CP17D	0.459	CP17D.3
8.5	CP17D	0.547	CP17D.3
9	CP17D	0.745	CP17D.3
9.5	CP17D	0.889	CP17D.3
10	CP17D	1.024	CP17D.3
10.5	CP17D	1.119	CP17D.3
11	CP17D	1.224	CP17D.3
11.5	CP17D	1.286	CP17D.3
12	CP17D	1.307	CP17D.3
12.5	CP17D	1.337	CP17D.3
13	CP17D	1.429	CP17D.3
13.5	CP17D	1.452	CP17D.3
14	CP17D	1.595	CP17D.3
14.5	CP17D	1.64	CP17D.3
15	CP17D	1.515	CP17D.3
15.5	CP17D	1.525	CP17D.3
16	CP17D	1.598	CP17D.3
16.5	CP17D	1.649	CP17D.3
17	CP17D	1.564	CP17D.3
17.5	CP17D	1.623	CP17D.3
18	CP17D	1.745	CP17D.3
18.5	CP17D	1.757	CP17D.3
19	CP17D	1.773	CP17D.3
19.5	CP17D	1.797	CP17D.3
20	CP17D	1.823	CP17D.3
20.5	CP17D	1.833	CP17D.3
21	CP17D	1.866	CP17D.3
21.5	CP17D	1.86	CP17D.3
22	CP17D	1.882	CP17D.3
